ucsc.5utr	ucsc.5utr.chr	ucsc.5utr.start	ucsc.5utr.end	ucsc.3utr	ucsc.3utr.chr	ucsc.3utr.start	ucsc.3utr.end
SLC7A8	uc001wiy.4	chr14	23594504	23624667	uc010akj.4	chr14	23594504	23596470
HOMEZ	uc001wjb.2	chr14	23762786	23768747	uc001wja.2	chr14	23742844	23744783
PPP1R3E	uc001wjc.2	chr14	23765586	23770748	uc031qns.1	chr14	23765130	23770644
SLC22A17	uc001wjn.3	chr14	23815527	23822080	uc010akl.1	chr14	23817836	23818376
EFS	uc001wjo.4	chr14	23834235	23834842	uc001wjo.4	chr14	23825609	23826434
MIR208A	uc010tnn.2	chr14	23857805	23857875	NA	NA	NA	NA
MYH6	uc001wjv.3	chr14	23876433	23877486	uc010akp.2	chr14	23868921	23869377
MIR208B	uc021rqy.1	chr14	23887196	23887272	NA	NA	NA	NA
MYH7	uc001wjx.3	chr14	23902942	23904870	uc001wjx.3	chr14	23881947	23882062
ZFHX2	uc010tno.2	chr14	24004535	24020858	uc010akq.3	chr14	23990064	23991170
AP1G2	uc001wkn.2	chr14	24033014	24037279	uc010aks.3	chr14	24034192	24034805
JPH4	uc001wkq.2	chr14	24046663	24048009	uc010tnr.1	chr14	24037244	24038842
BX161431	uc031qny.1	chr14	24391456	24403145	NA	NA	NA	NA
DHRS4-AS1	uc010akx.1	chr14	24407940	24424298	uc001wkz.3	chr14	24407940	24410351
NRL	uc001wlq.3	chr14	24552058	24584223	uc021rrk.1	chr14	24549316	24550499
EMC9	uc001wmi.3	chr14	24610514	24610797	uc001wmi.3	chr14	24608174	24608218
PSME2	uc001wmj.3	chr14	24615791	24615855	uc001wmj.3	chr14	24612574	24612617
IPO4	uc010tnz.1	chr14	24649425	24659014	uc001wmt.1	chr14	24649425	24649647
TM9SF1	uc010toa.1	chr14	24663965	24664882	uc010toa.1	chr14	24657925	24658620
CHMP4A	uc010toc.2	chr14	24678787	24683357	uc001wni.3	chr14	24678787	24679082
MDP1	uc001wnk.2	chr14	24685162	24685276	uc001wnk.2	chr14	24681945	24683630
NEDD8-MDP1	uc021rrm.1	chr14	24701474	24701576	uc021rrm.1	chr14	24682615	24683229
NEDD8	uc001wno.2	chr14	24686057	24701576	uc001wnn.2	chr14	24686057	24686332
TINF2	uc010alm.3	chr14	24710302	24711200	uc001woc.4	chr14	24708851	24710057
TGM1	uc010tog.2	chr14	24727567	24732416	uc001wod.3	chr14	24718320	24718518
RABGGTA	uc001wog.4	chr14	24740322	24740833	uc001wog.4	chr14	24734744	24734820
DHRS1	uc010aln.2	chr14	24759804	24763862	uc001woj.2	chr14	24759804	24760064
CIDEB	uc001woo.3	chr14	24777065	24780576	uc001won.3	chr14	24774393	24774838
ADCY4	uc010toh.2	chr14	24799490	24804277	uc001woz.4	chr14	24801459	24801723
RIPK3	uc010alq.3	chr14	24805227	24809242	uc010toj.1	chr14	24807252	24808145
CBLN3	uc001wpg.4	chr14	24898261	24898731	uc001wpg.4	chr14	24895740	24896994
SDR39U1	uc001wpi.3	chr14	24911308	24911658	uc001wpi.3	chr14	24908972	24909288
CMA1	uc010alx.1	chr14	24975687	24977471	uc001wpp.1	chr14	24974712	24974721
CTSG	uc001wpq.3	chr14	25045430	25045466	uc001wpq.3	chr14	25042724	25042842
GZMH	uc010alz.2	chr14	25075686	25078926	uc031qoe.1	chr14	25075686	25075808
GZMB	uc010amb.2	chr14	25100161	25103432	uc001wps.2	chr14	25100161	25100276
STXBP6	uc001wpx.1	chr14	25284868	25519171	uc001wpt.3	chr14	25281306	25281914
NOVA1	uc001wqa.3	chr14	26949264	27066960	uc001wpy.3	chr14	26915089	26917164
BC148262	uc010amc.2	chr14	28142376	28142425	uc010amc.2	chr14	27791206	28125558
BC034423	uc001wqg.1	chr14	29252697	29254990	NA	NA	NA	NA
PRKD1	uc001wqh.3	chr14	30396719	30396899	uc001wqh.3	chr14	30045687	30046443
LOC100506071	uc001wqs.3	chr14	31345385	31359014	NA	NA	NA	NA
MIR624	uc021rrx.1	chr14	31483852	31483948	NA	NA	NA	NA
STRN3	uc010tpj.1	chr14	31363005	31495607	uc001wqu.2	chr14	31363005	31364616
HECTD1	uc001wrb.1	chr14	31583543	31598513	uc001wra.1	chr14	31569324	31570135
HEATR5A	uc010tpk.1	chr14	31872182	31926680	uc010ami.3	chr14	31760994	31762510
DTD2	uc001wrj.3	chr14	31926600	31926680	uc001wrj.3	chr14	31915243	31917334
ARHGAP5-AS1	uc010amk.3	chr14	32544625	32545905	NA	NA	NA	NA
EGLN3	uc001wsa.4	chr14	34419959	34420284	uc001wry.3	chr14	34393421	34395096
SPTSSA	uc001wsc.3	chr14	34931414	34931468	uc001wsc.3	chr14	34902144	34904406
EAPP	uc001wsd.1	chr14	35008835	35008943	uc001wsd.1	chr14	34985135	34985515
SNX6	uc010tpm.1	chr14	35073397	35099366	uc001wse.1	chr14	35030618	35032327
CFL2	uc001wsi.3	chr14	35179588	35184029	uc001wsg.3	chr14	35179588	35182070
BAZ1A	uc001wsk.3	chr14	35343811	35344853	uc001wsk.3	chr14	35221937	35222713
PPP2R3C	uc001wsu.3	chr14	35554678	35591679	uc010amn.1	chr14	35567869	35568431
NFKBIA	uc001wtf.4	chr14	35873851	35873960	uc001wtf.4	chr14	35870716	35871218
RALGAPA1	uc010amp.3	chr14	36007558	36142228	uc001wti.3	chr14	36007558	36017736
PTCSC3	uc031qoh.1	chr14	36645510	36645857	uc031qoh.1	chr14	36604916	36605431
MBIP	uc010tpy.1	chr14	36784025	36789882	uc001wtn.2	chr14	36767764	36768376
SFTA3	uc001wts.3	chr14	36942494	36988817	uc001wtr.3	chr14	36942494	36943062
NKX2-1	uc001wtv.3	chr14	36988563	36989430	uc001wtt.3	chr14	36985604	36986482
NKX2-8	uc001wtx.3	chr14	37051595	37051786	uc001wtx.3	chr14	37049216	37050106
MIR4503	uc021rsg.1	chr14	37421514	37421596	NA	NA	NA	NA
SLC25A21	uc021rsf.1	chr14	37641556	37641865	uc001wtz.2	chr14	37147126	37149862
FOXA1	uc010tpz.3	chr14	38061890	38063467	uc010tpz.3	chr14	38058757	38060569
AK125955	uc001wuk.2	chr14	38368432	38371329	uc001wuk.2	chr14	38365265	38368080
CLEC14A	uc001wum.2	chr14	38725228	38725575	uc001wum.2	chr14	38723205	38723754
LINC00639	uc001wun.3	chr14	39218543	39417475	NA	NA	NA	NA
SEC23A	uc010tqa.1	chr14	39560870	39572437	uc001wup.1	chr14	39501123	39502442
TRAPPC6B	uc001wuv.1	chr14	39617015	39639634	uc001wut.1	chr14	39617015	39619553
LOC100288846	uc001wvd.3	chr14	39734907	39736265	NA	NA	NA	NA
FBXO33	uc001wvk.3	chr14	39901367	39901704	uc001wvk.3	chr14	39865577	39868719
FSCB	uc001wvn.3	chr14	44976191	44976499	uc001wvn.3	chr14	44973354	44973712
KLHL28	uc001wvq.4	chr14	45430132	45430335	uc001wvq.4	chr14	45393527	45398230
BC038722	uc001wvx.1	chr14	45552352	45553180	NA	NA	NA	NA
FKBP3	uc010tqf.2	chr14	45603660	45604009	uc010tqf.2	chr14	45584802	45585400
MIS18BP1	uc010anh.2	chr14	45695946	45722605	uc001wwf.3	chr14	45672393	45673311
RPL10L	uc001wwg.3	chr14	47120940	47121028	uc001wwg.3	chr14	47120220	47120294
MDGA2	uc010ani.3	chr14	47530476	48095728	uc001wwh.4	chr14	47308828	47311133
MIR548Y	uc021rsn.1	chr14	48230198	48230307	NA	NA	NA	NA
LINC00648	uc001wwk.2	chr14	48234156	48264217	NA	NA	NA	NA
RPS29	uc001wwl.4	chr14	50053065	50053134	uc001wwl.4	chr14	50043390	50044529
RPL36AL	uc001wwq.2	chr14	50085823	50087403	uc001wwq.2	chr14	50085406	50085501
DNAAF2	uc001wws.4	chr14	50101868	50101948	uc001wws.4	chr14	50091892	50092259
POLE2	uc010ann.3	chr14	50122462	50131392	uc010ann.3	chr14	50110270	50110369
NEMF	uc001wxd.1	chr14	50272811	50298844	uc001wwz.3	chr14	50250532	50251353
AK092589	uc001wxh.1	chr14	50410255	50428678	NA	NA	NA	NA
C14orf182	uc001wxi.1	chr14	50472518	50474238	uc001wxi.1	chr14	50448430	50459021
LOC100506499	uc031qom.1	chr14	50474031	50506602	NA	NA	NA	NA
C14orf183	NA	NA	NA	NA	NA	NA	NA	NA
METTL21D	uc001wxq.1	chr14	50575350	50583297	uc001wxo.1	chr14	50575350	50576416
SOS2	uc010tqm.1	chr14	50605330	50628327	uc010ans.3	chr14	50583846	50585061
L2HGDH	uc010tqn.2	chr14	50778869	50778947	uc001wxu.3	chr14	50709152	50713775
CDKL1	uc001wxz.3	chr14	50862590	50862642	uc001wxz.3	chr14	50796720	50796791
MAP4K5	uc001wyc.1	chr14	50915588	50917318	uc001wya.3	chr14	50885211	50886736
SAV1	uc021rsy.2	chr14	51131897	51135071	uc001wyh.2	chr14	51100298	51101900
NIN	uc001wyj.3	chr14	51186481	51297839	uc001wyi.3	chr14	51186481	51190180
PYGL	uc001wyu.3	chr14	51411122	51411248	uc001wyw.4	chr14	51389969	51390665
TRIM9	uc001wyx.4	chr14	51561658	51562422	uc001wyx.4	chr14	51441981	51444008
FRMD6-AS2	uc031qon.1	chr14	51921230	52066670	NA	NA	NA	NA
NID2	uc001wzo.3	chr14	52535713	52535946	uc001wzp.3	chr14	52479427	52480887
TXNDC16	uc010aoe.3	chr14	52897308	53019301	uc010tqu.2	chr14	52897308	52899021
ERO1L	uc001wzv.3	chr14	53162200	53162419	uc001wzv.3	chr14	53108605	53110287
GNPNAT1	uc001xab.3	chr14	53251369	53258386	uc001xab.3	chr14	53241911	53245028
FERMT2	uc001xac.3	chr14	53417287	53417815	uc001xad.3	chr14	53323989	53325094
DDHD1	uc001xag.3	chr14	53558538	53560382	uc001xag.3	chr14	53503458	53513485
MIR5580	uc031qop.1	chr14	54415145	54415202	NA	NA	NA	NA
BMP4	uc001xao.4	chr14	54418941	54423554	uc001xal.4	chr14	54416455	54416749
CNIH	uc001xat.1	chr14	54908046	54908148	uc001xat.1	chr14	54893647	54894531
GMFB	uc021rtf.1	chr14	54955646	54955744	uc021rtf.1	chr14	54941209	54944805
MIR4308	uc021rth.1	chr14	55344831	55344911	NA	NA	NA	NA
GCH1	uc001xbh.1	chr14	55369382	55369542	uc001xbh.1	chr14	55308724	55310734
WDHD1	uc001xbn.2	chr14	55475410	55493819	uc010aom.2	chr14	55405656	55408207
DLGAP5	uc001xbt.3	chr14	55655898	55658396	uc001xbt.3	chr14	55614834	55615171
ATG14	uc001xbw.2	chr14	55857699	55858020	uc001xbw.2	chr14	55833109	55836336
TBPL2	NA	NA	NA	NA	uc001xby.3	chr14	55880930	55881096
KTN1-AS1	uc001xbz.2	chr14	56024690	56046810	NA	NA	NA	NA
LINC00520	uc010trd.2	chr14	56247853	56263392	NA	NA	NA	NA
OTX2	uc031qot.1	chr14	57268813	57277194	uc031qor.1	chr14	57267425	57268452
EXOC5	uc010trg.2	chr14	57713534	57735617	uc001xcs.3	chr14	57669194	57675326
C14orf105	uc010aox.1	chr14	57945321	57960576	uc001xcy.2	chr14	57936595	57938072
SLC35F4	uc010aoz.1	chr14	58030640	58063615	uc010apa.1	chr14	58030640	58030852
C14orf37	uc001xdc.3	chr14	58606077	58618847	uc001xdc.3	chr14	58470808	58471453
FLJ31306	uc001xdl.3	chr14	58732083	58764855	NA	NA	NA	NA
TIMM9	uc001xds.3	chr14	58878664	58894232	uc010aph.3	chr14	58875370	58875751
GPR135	uc001xed.2	chr14	59895740	59932059	uc010apj.3	chr14	59930240	59930459
L3HYPDH	uc010trx.1	chr14	59951035	59951126	uc010trx.1	chr14	59945444	59950404
CCDC175	uc021rtw.1	chr14	60043494	60043549	uc021rtw.1	chr14	59971785	59971956
RTN1	uc010apl.2	chr14	60076856	60097532	uc001xek.2	chr14	60062694	60063462
DHRS7	uc001xet.3	chr14	60622854	60636561	uc001xes.3	chr14	60611500	60611683
BC035195	uc001xev.1	chr14	60706845	60712368	NA	NA	NA	NA
C14orf39	uc010apo.3	chr14	60933663	60952764	uc001xez.4	chr14	60902674	60903562
SIX1	uc001xfb.4	chr14	61115908	61116155	uc001xfb.4	chr14	61111417	61113000
SIX4	uc010app.1	chr14	61190977	61191039	uc001xfc.3	chr14	61176256	61180124
TRMT5	uc001xff.4	chr14	61447692	61447782	uc001xff.4	chr14	61438167	61441826
TMEM30B	uc001xfl.3	chr14	61747866	61748530	uc001xfl.3	chr14	61744089	61746809
BC050301	uc001xfm.3	chr14	61769739	61789536	NA	NA	NA	NA
BX648502	uc031qov.1	chr14	62027780	62037371	NA	NA	NA	NA
KCNH5	uc001xfz.1	chr14	63483572	63568584	uc001xfy.3	chr14	63173945	63175159
GPHB5	uc021rud.1	chr14	63784564	63785593	uc021rud.1	chr14	63779549	63779641
PPP2R5E	uc001xgf.1	chr14	63848774	64010079	uc001xgg.4	chr14	63917988	63920328
WDR89	uc001xgh.4	chr14	64066661	64108641	uc001xgh.4	chr14	64063757	64065496
SGPP1	uc001xgj.3	chr14	64194663	64194756	uc001xgj.3	chr14	64150935	64152822
ESR2	uc001xgw.3	chr14	64693751	64805268	uc001xgy.2	chr14	64693751	64694607
ZBTB25	uc001xhc.3	chr14	64957252	64971931	uc001xhc.3	chr14	64915824	64916268
SPTB	uc001xhs.3	chr14	65289813	65346601	uc010aqi.3	chr14	65213001	65216023
RNaseP_nuc	uc021ruo.1	chr14	65376206	65376498	NA	NA	NA	NA
GPX2	uc001xhy.2	chr14	65405870	65409623	uc021ruq.2	chr14	65405870	65406205
RAB15	uc021rur.1	chr14	65412532	65438875	uc001xhz.2	chr14	65412532	65415214
MAX	uc031qpb.1	chr14	65541842	65569413	uc001xie.2	chr14	65541842	65544129
BX161428	uc001xil.3	chr14	65679611	65689065	NA	NA	NA	NA
MIR4708	uc021ruw.1	chr14	65801836	65801901	NA	NA	NA	NA
DJ031130	uc010tsr.3	chr14	66961380	66974504	NA	NA	NA	NA
ATP6V1D	uc001xjf.3	chr14	67826416	67826720	uc001xjf.3	chr14	67804581	67805337
PLEK2	uc001xjh.1	chr14	67878777	67878828	uc001xjh.1	chr14	67853700	67854045
TMEM229B	uc001xjj.1	chr14	67920797	67982202	uc001xjk.3	chr14	67936983	67940136
PIGH	uc001xjr.1	chr14	68066921	68067017	uc001xjr.1	chr14	68056023	68056796
VTI1B	uc010aqp.3	chr14	68126631	68141602	uc001xjt.3	chr14	68117867	68118101
RDH11	uc001xjv.4	chr14	68162421	68162510	uc001xjv.4	chr14	68143519	68145037
ZFYVE26	uc010tsz.1	chr14	68213237	68283306	uc001xka.2	chr14	68213237	68215152
ZFP36L1	uc001xki.2	chr14	69259656	69260631	uc001xki.2	chr14	69254372	69256249
ACTN1	uc001xko.1	chr14	69392300	69444971	uc001xkk.3	chr14	69340840	69341575
DCAF5	uc001xkp.3	chr14	69619696	69619914	uc001xkp.3	chr14	69517637	69520573
ERH	uc001xlc.2	chr14	69864951	69865021	uc001xlc.2	chr14	69846840	69847254
CCDC177	NA	NA	NA	NA	NA	NA	NA	NA
SLC10A1	uc001xlr.2	chr14	70263873	70264006	uc001xlr.2	chr14	70242552	70242998
SLC8A3	uc010ara.3	chr14	70510934	70655787	uc001xma.2	chr14	70512792	70515328
ADAM21P1	uc010ttg.2	chr14	70713868	70714518	NA	NA	NA	NA
COX16	uc001xmb.3	chr14	70826305	70826448	uc001xmb.3	chr14	70791798	70793049
SYNJ2BP-COX16	uc021rvm.1	chr14	70883681	70883807	uc021rvm.1	chr14	70791798	70793049
SYNJ2BP	uc001xmc.4	chr14	70883681	70883807	uc001xmc.4	chr14	70833213	70839707
ADAM20P1	uc021rvr.1	chr14	70937934	70950473	uc021rvr.1	chr14	70935596	70936805
ADAM20	uc001xme.3	chr14	70991625	71001732	uc001xme.3	chr14	70989078	70989293
MED6	uc001xmf.3	chr14	71067355	71067384	uc010ttj.2	chr14	71059295	71059982
AK093892	uc001xmh.1	chr14	71075515	71108015	NA	NA	NA	NA
MAP3K9	uc001xmk.3	chr14	71227802	71250162	uc010ttk.2	chr14	71194854	71197096
DPF3	uc001xnf.2	chr14	73128568	73360809	uc010ari.1	chr14	73136660	73137843
ZFYVE1	uc001xnl.3	chr14	73448562	73453664	uc001xnl.3	chr14	73436159	73437589
BC044305	uc001xnx.3	chr14	73710726	73712687	NA	NA	NA	NA
NUMB	uc001xny.1	chr14	73822460	73925286	uc010ttz.1	chr14	73741918	73743285
HEATR4	uc021rwe.1	chr14	73989857	74025651	uc021rwe.1	chr14	73945189	73945310
PNMA1	uc001xor.1	chr14	74180343	74181128	uc001xor.1	chr14	74178486	74179280
ELMSAN1	uc001xou.3	chr14	74206712	74253896	uc001xos.3	chr14	74181825	74186003
BC038204	uc001xov.1	chr14	74289262	74296838	NA	NA	NA	NA
FAM161B	uc001xpd.3	chr14	74416919	74417117	uc001xpd.3	chr14	74399695	74400958
ENTPD5	uc010tuo.2	chr14	74454806	74486026	uc001xpi.3	chr14	74424713	74426232
ALDH6A1	uc010asa.3	chr14	74538163	74551196	uc001xpo.3	chr14	74526872	74527344
ABCD4	uc001xpv.2	chr14	74758990	74769767	uc001xpr.2	chr14	74751980	74753163
SYNDIG1L	uc001xpx.2	chr14	74876448	74892805	uc001xpx.2	chr14	74872596	74874237
MIR4709	uc021rwm.1	chr14	74946836	74946907	NA	NA	NA	NA
NPC2	uc001xpy.3	chr14	74959978	74960084	uc001xpy.3	chr14	74946643	74946976
LTBP2	uc001xqa.3	chr14	75078648	75079034	uc001xqa.3	chr14	74964886	74967586
AREL1	uc010tut.1	chr14	75143454	75179807	uc001xqb.3	chr14	75127955	75130422
PROX2	NA	NA	NA	NA	uc031qpi.1	chr14	75319736	75321834
RPS6KL1	uc010asd.2	chr14	75372346	75389188	uc001xqx.1	chr14	75372347	75375598
PGF	uc001xqz.3	chr14	75421946	75422467	uc001xqz.3	chr14	75408533	75409408
MLH3	uc010tuy.1	chr14	75489517	75516421	uc001xrd.1	chr14	75480467	75483784
ACYP1	uc001xrf.3	chr14	75530257	75530736	uc001xrf.3	chr14	75519928	75520357
NEK9	uc001xrk.3	chr14	75572728	75584029	uc001xrj.3	chr14	75548818	75551266
TMED10	uc010ash.1	chr14	75598171	75643349	uc010tuz.1	chr14	75598171	75601587
C14orf1	uc001xrt.3	chr14	76123846	76127538	uc001xrt.3	chr14	76117233	76117897
TGFB3	uc001xsd.3	chr14	76447231	76448092	uc001xsc.2	chr14	76424442	76425529
AK125727	uc001xsu.1	chr14	77248083	77253067	NA	NA	NA	NA
ANGEL1	uc001xsv.3	chr14	77279171	77279283	uc001xsv.3	chr14	77253586	77255570
IRF2BPL	uc001xsy.4	chr14	77494136	77495042	uc001xsy.4	chr14	77490886	77491744
AK124327	uc001xta.1	chr14	77535523	77542534	NA	NA	NA	NA
BC038792	uc001xsz.3	chr14	77514515	77547598	NA	NA	NA	NA
ZDHHC22	uc010asp.3	chr14	77606082	77608134	uc010asp.3	chr14	77597613	77600025
NGB	uc001xtg.1	chr14	77737281	77737655	uc001xtg.1	chr14	77731834	77732878
POMT2	uc001xth.1	chr14	77765815	77767506	uc001xth.1	chr14	77741299	77743718
TMED8	uc001xtn.1	chr14	77809813	77809826	uc001xtn.1	chr14	77807201	77808113
NOXRED1	uc001xtr.3	chr14	77889233	77889399	uc001xtr.3	chr14	77860365	77860973
VIPAS39	uc001xtt.2	chr14	77923438	77923983	uc001xtt.2	chr14	77893018	77893958
ISM2	uc001xty.3	chr14	77951140	77965210	uc001xua.3	chr14	77940738	77942428
SPTLC2	uc001xub.3	chr14	78082923	78083110	uc001xub.3	chr14	77972340	77978626
ALKBH1	uc001xuc.1	chr14	78174348	78174356	uc001xuc.1	chr14	78138749	78140154
SNW1	uc010tvm.2	chr14	78217767	78227497	uc001xuf.3	chr14	78183944	78184430
BX248745	uc001xuo.1	chr14	79210932	79220227	NA	NA	NA	NA
DIO2	uc010asy.3	chr14	80677816	80697397	uc001xut.3	chr14	80663868	80671967
CEP128	uc010asz.3	chr14	80943326	81302681	uc031qpo.1	chr14	80943326	80963821
GTF2A1	uc001xve.2	chr14	81670431	81687296	uc001xve.2	chr14	81641796	81646566
STON2	uc001xvk.2	chr14	81864727	81893748	uc010tvt.3	chr14	81726994	81736908
SEL1L	uc010tvv.2	chr14	82000089	82000205	uc010tvv.2	chr14	81937891	81943315
BC029835	uc001xvp.3	chr14	82071691	82089405	NA	NA	NA	NA
BX248253	uc001xvq.1	chr14	85991477	85996332	NA	NA	NA	NA
GALC	uc010tvw.1	chr14	88304164	88446992	uc001xvt.3	chr14	88399358	88401075
DQ596147	uc021ryb.1	chr14	88625099	88626334	NA	NA	NA	NA
KCNK10	uc001xwo.3	chr14	88792800	88793256	uc001xwm.3	chr14	88646452	88651878
PTPN21	uc010twc.2	chr14	88967688	89016963	uc010twc.2	chr14	88932122	88934480
EML5	uc001xxh.1	chr14	89160721	89181539	uc001xxd.3	chr14	89081174	89082161
FOXN3	uc001xxo.4	chr14	89878821	90085494	uc001xxn.4	chr14	89622516	89628757
BX247991	uc001xxu.3	chr14	90296176	90303007	NA	NA	NA	NA
EFCAB11	uc001xxv.1	chr14	90303365	90421089	uc001xxw.2	chr14	90389670	90391002
NRDE2	uc001xyj.2	chr14	90770591	90798481	uc010atp.1	chr14	90744398	90744679
TTC7B	uc010ats.3	chr14	91006932	91156056	uc001xyo.3	chr14	91006932	91007711
RPS6KA5	uc010att.1	chr14	91366955	91526993	uc010twi.1	chr14	91337167	91338417
GPR68	uc001xzh.3	chr14	91701395	91720224	uc001xzg.3	chr14	91698876	91700296
CCDC88C	uc001xzi.3	chr14	91747555	91749967	uc001xzi.3	chr14	91737667	91738968
SMEK1	uc001xzp.1	chr14	91928393	91976048	uc001xzm.3	chr14	91923956	91925102
pp8961	uc010aua.3	chr14	92040957	92041615	uc010aua.3	chr14	92039285	92040509
CATSPERB	uc010aub.1	chr14	92105593	92136316	uc010aub.1	chr14	92047118	92047232
TC2N	uc001xzv.4	chr14	92280114	92333880	uc001xzu.4	chr14	92246267	92249443
FBLN5	uc001xzw.3	chr14	92335755	92341160	uc010aud.3	chr14	92335755	92336567
TRIP11	uc001xzz.4	chr14	92496729	92506403	uc010auf.2	chr14	92434243	92436016
BC039675	uc001yaa.3	chr14	92511119	92516880	NA	NA	NA	NA
AX721199	uc001yab.3	chr14	92511119	92516990	NA	NA	NA	NA
ATXN3	uc021ryo.1	chr14	92524896	92572965	uc021rza.1	chr14	92524896	92537319
NDUFB1	uc001yag.1	chr14	92585223	92588153	uc001yaf.3	chr14	92582468	92582536
LGMN	uc001yav.3	chr14	93199132	93215047	uc001yat.3	chr14	93170152	93170663
ITPK1	uc001ybf.3	chr14	93460232	93581650	uc001ybf.3	chr14	93406068	93407905
MOAP1	uc001ybj.3	chr14	93650588	93651249	uc001ybj.3	chr14	93648541	93649531
C14orf142	uc001ybl.1	chr14	93673383	93673459	uc001ybl.1	chr14	93669237	93670032
BTBD7	uc001ybo.3	chr14	93762398	93799385	uc010aur.3	chr14	93703896	93708618
PRIMA1	uc001ybx.1	chr14	94184644	94254766	uc001ybw.1	chr14	94184644	94187789
FAM181A-AS1	uc001yby.2	chr14	94371076	94392718	NA	NA	NA	NA
ASB2	uc001ycd.3	chr14	94430886	94443076	uc001ycb.2	chr14	94400499	94401001
DDX24	uc010twr.2	chr14	94528936	94547558	uc001ycj.3	chr14	94517268	94517536
IFI27L2	uc001ycq.3	chr14	94595902	94595957	uc001ycq.3	chr14	94594118	94594135
SERPINA10	uc001ycu.5	chr14	94756931	94759608	uc001yct.3	chr14	94749650	94750301
SERPINA6	uc010auv.3	chr14	94770585	94789688	uc001ycv.3	chr14	94770585	94770754
SERPINA1	uc010auw.3	chr14	94849575	94857029	uc001ycx.4	chr14	94843084	94844785
SERPINA11	uc001ydd.1	chr14	94915112	94919122	uc001ydd.1	chr14	94908801	94908942
SERPINA9	uc010avc.3	chr14	94935785	94942670	uc001yde.3	chr14	94929058	94929429
SERPINA12	uc001ydj.3	chr14	94964735	94984181	uc001ydj.3	chr14	94953620	94953639
GSC	uc001ydu.3	chr14	95236353	95236499	uc001ydu.3	chr14	95234560	95234827
DICER1	uc001yeb.1	chr14	95598852	95623759	uc021sbc.1	chr14	95552565	95556950
MIR3173	uc021sbe.1	chr14	95604256	95604323	NA	NA	NA	NA
CLMN	uc001yef.2	chr14	95786130	95786245	uc001yef.2	chr14	95648276	95657900
LINC00341	uc001yeh.4	chr14	95875977	95876427	uc001yeh.4	chr14	95873604	95875403
SYNE3	uc001yei.4	chr14	95942159	95942173	uc001yei.4	chr14	95883831	95884162
SNHG10	uc001yek.3	chr14	95999249	96001209	NA	NA	NA	NA
TCL1A	uc031qqd.1	chr14	96176304	96180533	uc001yfc.4	chr14	96176304	96178091
ATG2B	uc001yfi.3	chr14	96829314	96829678	uc001yfi.3	chr14	96747595	96752091
LOC100129345	uc001yfv.2	chr14	98098984	98152995	NA	NA	NA	NA
C14orf64	uc001yfw.2	chr14	98391947	98444461	NA	NA	NA	NA
BCL11B	uc001yga.3	chr14	99737556	99737822	uc001yga.3	chr14	99635625	99640487
SETD3	uc001ygc.3	chr14	99932143	99947226	uc001ygf.3	chr14	99877616	99879257
CCDC85C	uc010avr.3	chr14	100070297	100070727	uc010avr.3	chr14	99977603	99981582
DEGS2	uc001ygx.2	chr14	100625925	100626012	uc001ygx.2	chr14	100612753	100613097
SLC25A29	uc010avv.3	chr14	100759334	100762071	uc010avv.3	chr14	100757453	100758619
WARS	uc001yhk.1	chr14	100828235	100842680	uc001yhh.1	chr14	100800125	100801211
BEGAIN	uc001yhq.3	chr14	101034262	101036131	uc001yhp.3	chr14	101003484	101004305
RTL1	uc010txj.1	chr14	101351126	101351184	uc010txj.1	chr14	101346992	101347048
DIO3AS	uc001ykd.1	chr14	102019056	102026740	uc001ykf.3	chr14	102023641	102024207
DIO3OS	uc031qqn.1	chr14	102024098	102026740	uc031qqn.1	chr14	102023636	102023686
MIR1247	uc021sdw.1	chr14	102026624	102026759	NA	NA	NA	NA
HSP90AA1	uc001ykw.1	chr14	102551761	102552715	uc001yku.4	chr14	102547075	102548048
MOK	uc001yln.4	chr14	102717193	102771537	uc001ylm.4	chr14	102695158	102695625
CINP	uc001ylu.1	chr14	102808956	102825932	uc021seb.1	chr14	102814616	102815045
ANKRD9	uc001ylz.1	chr14	102974227	102976128	uc001ylx.1	chr14	102973198	102973272
CDC42BPB	uc001ymi.1	chr14	103523511	103523742	uc001ymi.1	chr14	103398716	103400048
LINC00605	uc001ymn.3	chr14	103653558	103655365	NA	NA	NA	NA
BC042372	uc001ymp.1	chr14	103798011	103798704	NA	NA	NA	NA
CKB	uc001ynf.2	chr14	103988831	103989196	uc001ynf.2	chr14	103985995	103986200
BAG5	uc001ynj.2	chr14	104027502	104029151	uc001yni.2	chr14	104022881	104026157
AX746968	uc001ynv.1	chr14	104148693	104150352	NA	NA	NA	NA
XRCC3	uc001ynx.4	chr14	104177425	104181823	uc001ynx.4	chr14	104163954	104165134
JA611241	uc021sei.1	chr14	104192071	104192090	NA	NA	NA	NA
PPP1R13B	uc001yog.1	chr14	104224044	104313222	uc001yof.1	chr14	104200088	104201490
C14orf2	uc001yoj.4	chr14	104387328	104387903	uc010aww.2	chr14	104378847	104380300
RD3L	uc031qqp.1	chr14	104408033	104408645	uc031qqp.1	chr14	104406763	104407142
TMEM179	uc001yox.1	chr14	105071079	105071097	uc001yox.1	chr14	105060420	105061429
MIR4710	uc021sek.1	chr14	105144031	105144086	NA	NA	NA	NA
AKT1	uc001ypm.3	chr14	105258981	105262080	uc010tyk.2	chr14	105235687	105236677
