ID	IPI	HGNC.symbol	Ensembl.Gene.ID	Chromosome.Name	Gene.Start..bp.	Gene.End..bp.	Strand
ID3541	NA	RALGAPA2	ENSG00000188559	20	20370196	20693131	-1
ID3542	IPI00908444	NDST2	ENSG00000166507	10	75561669	75571589	-1
ID3543	IPI00004237	PHKA2	ENSG00000044446	X	18910418	19002716	-1
ID3547	NA	RGR	ENSG00000148604	10	86004809	86019716	1
ID3549	IPI00167658	INO80C	ENSG00000153391	18	33032194	33077955	-1
ID3550	IPI00332552	ZBTB40	ENSG00000184677	1	22778344	22857650	1
ID3551	NA	MACROD1	ENSG00000133315	11	63766030	63933578	-1
ID3552	NA	CHPT1	ENSG00000111666	12	102090725	102137918	1
ID3553	NA	ZNF718	ENSG00000250312	4	124386	157779	1
ID3554	NA	SPG11	ENSG00000104133	15	44854894	44955876	-1
ID3555	IPI00410588	ADAMTSL3	ENSG00000156218	15	84322838	84708594	1
ID3556	NA	LTB	ENSG00000231314	HSCHR6_MHC_APD	31559653	31561620	-1
ID3558	IPI01010998	KIFC3	ENSG00000140859	16	57792129	57896957	-1
ID3559	NA	ZC3H12C	ENSG00000149289	11	109964087	110042566	1
ID3561	NA	ALDH1L1-AS2	ENSG00000246022	3	125898908	125929012	1
ID3564	NA	TPPP2	ENSG00000179636	14	21492268	21504435	1
ID3565	IPI00167435	ZNF781	ENSG00000196381	19	38158652	38183223	-1
ID3566	NA	EBF3	ENSG00000108001	10	131633547	131762105	-1
ID3568	IPI00328715	MTDH	ENSG00000147649	8	98656407	98740998	1
ID3570	IPI00329168	FAM170B	ENSG00000172538	10	50339199	50342053	-1
ID3571	NA	ARHGEF12	ENSG00000196914	11	120207787	120360645	1
ID3572	NA	TBX18	ENSG00000112837	6	85397069	85474237	-1
ID3573	IPI00409658	TBX18	ENSG00000112837	6	85397069	85474237	-1
ID3574	NA	NSUN4	ENSG00000117481	1	46805849	46830824	1
ID3575	NA	ZNF605	ENSG00000196458	12	133498019	133532892	-1
ID3577	NA	FBP2	ENSG00000130957	9	97321002	97356075	-1
ID3578	NA	COPA	ENSG00000122218	1	160259063	160313190	-1
ID3579	NA	LCN6	ENSG00000267206	9	139638463	139642980	-1
ID3582	IPI00893263	ZNF12	ENSG00000164631	7	6728064	6746554	-1
ID3583	NA	SAMHD1	ENSG00000101347	20	35518632	35580246	-1
ID3584	IPI00294739	SAMHD1	ENSG00000101347	20	35518632	35580246	-1
ID3585	NA	CDKN2B-AS1	ENSG00000240498	9	21994777	22121096	1
ID3586	NA	ABI1	ENSG00000136754	10	27035522	27150016	-1
ID3587	NA	HMGA2	ENSG00000149948	12	66217911	66360075	1
ID3589	NA	TIMM17B	ENSG00000126768	X	48750730	48755426	-1
ID3590	NA	CECR5-AS1	ENSG00000185837	22	17640274	17646335	1
ID3591	NA	MDFIC	ENSG00000135272	7	114562209	114659256	1
ID3592	NA	RUVBL2	ENSG00000183207	19	49496705	49519252	1
ID3593	IPI00009104	RUVBL2	ENSG00000183207	19	49496705	49519252	1
ID3594	NA	FAM66D	ENSG00000255052	8	11973291	12008698	1
ID3595	NA	DDX42	ENSG00000198231	17	61850963	61896677	1
ID3596	IPI00409671	DDX42	ENSG00000198231	17	61850963	61896677	1
ID3597	IPI01013332	SYT7	ENSG00000011347	11	61282785	61348620	-1
ID3599	NA	SYCE1L	ENSG00000205078	16	77233294	77247112	1
ID3602	NA	BSDC1	ENSG00000160058	1	32830704	32860332	-1
ID3603	NA	BTG1	ENSG00000133639	12	92536286	92539673	-1
ID3605	IPI00164191	SLC25A34	ENSG00000162461	1	16062900	16067891	1
ID3606	NA	SYF2	ENSG00000117614	1	25549170	25558993	-1
ID3607	IPI00978963	ZNF7	ENSG00000147789	8	146052849	146072894	1
ID3608	NA	AKR1E2	ENSG00000165568	10	4828821	4890254	1
ID3609	NA	LIFR-AS1	ENSG00000244968	5	38556888	38671318	1
ID3610	IPI00235842	ZNF483	ENSG00000173258	9	114287439	114340124	1
ID3611	NA	TPM4	ENSG00000167460	19	16177831	16213813	1
ID3613	NA	TMEM8B	ENSG00000137103	9	35814448	35854844	1
ID3615	NA	SFXN3	ENSG00000107819	10	102790991	102800998	1
ID3616	NA	SAMD14	ENSG00000167100	17	48187404	48207246	-1
ID3617	IPI00968111	SAMD14	ENSG00000167100	17	48187404	48207246	-1
ID3619	IPI00478489	FAM27E3	ENSG00000232833	9	67784944	67786624	-1
ID3622	IPI00829865	TMTC3	ENSG00000139324	12	88536073	88593664	1
ID3623	NA	ARPP21	ENSG00000172995	3	35680437	35835988	1
ID3625	IPI00307259	DNAJC13	ENSG00000138246	3	132136370	132257876	1
ID3626	IPI00976832	C11orf57	ENSG00000150776	11	111944810	111955874	1
ID3628	NA	MCCC2	ENSG00000131844	5	70883115	70954531	1
ID3629	IPI00166361	CXXC11	ENSG00000188011	2	242811752	242815975	1
ID3632	NA	CYB5R1	ENSG00000159348	1	202930997	202936408	-1
ID3635	IPI01011695	VPS37C	ENSG00000167987	11	60897728	60929089	-1
ID3636	NA	SLC29A2	ENSG00000174669	11	66129992	66139685	-1
ID3637	IPI00304483	PAIP2	ENSG00000120727	5	138677276	138705406	1
ID3638	NA	PLEKHM3	ENSG00000178385	2	208693027	208890284	-1
ID3639	IPI00385449	PRKCA	ENSG00000154229	17	64298754	64806861	1
ID3640	NA	ZNF622	ENSG00000173545	5	16451628	16465901	-1
ID3641	IPI00377045	LAMA3	ENSG00000053747	18	21269407	21535030	1
ID3642	NA	DIAPH1	ENSG00000131504	5	140894583	140998622	-1
ID3646	IPI00893566	PHF21B	ENSG00000056487	22	45277042	45405880	-1
ID3647	IPI01014378	FHAD1	ENSG00000142621	1	15573768	15726779	1
ID3650	IPI00644347	DLX1	ENSG00000144355	2	172949468	172954405	1
ID3651	NA	SYDE2	ENSG00000097096	1	85622556	85666729	-1
ID3652	NA	PTPRB	ENSG00000127329	12	70910630	71031220	-1
ID3653	NA	WDFY2	ENSG00000139668	13	52158644	52336171	1
ID3654	IPI00878042	KIAA1217	ENSG00000120549	10	23983675	24836772	1
ID3655	IPI01025562	NEDD1	ENSG00000139350	12	97301001	97347129	1
ID3656	NA	ABHD1	ENSG00000143994	2	27346682	27353680	1
ID3658	NA	C5orf56	ENSG00000197536	5	131746328	131811736	1
ID3660	NA	ARL5C	ENSG00000141748	17	37313147	37323737	-1
ID3662	IPI00396613	GRIK2	ENSG00000164418	6	101846664	102517958	1
ID3663	NA	MKLN1	ENSG00000128585	7	130794855	131181395	1
ID3665	NA	MIA3	ENSG00000154305	1	222791428	222841354	1
ID3666	NA	FRAS1	ENSG00000138759	4	78978724	79465423	1
ID3667	NA	CCNB2	ENSG00000157456	15	59397277	59417244	1
ID3669	NA	INTS10	ENSG00000104613	8	19674651	19709594	1
ID3670	IPI00396021	SPAG16	ENSG00000144451	2	214149113	215275225	1
ID3671	IPI00830131	PPP4R1L	ENSG00000124224	20	56806188	56884495	-1
ID3672	IPI00065410	PPP4R1L	ENSG00000124224	20	56806188	56884495	-1
ID3673	IPI00927406	CCDC66	ENSG00000180376	3	56591189	56655846	1
ID3674	NA	GALNT14	ENSG00000158089	2	31133333	31378068	-1
ID3676	IPI00867523	TMCO5A	ENSG00000166069	15	38214140	38259925	1
ID3677	NA	ZC2HC1A	ENSG00000104427	8	79578282	79632000	1
ID3678	NA	LINC00523	ENSG00000196273	14	101123587	101142406	1
ID3679	IPI00179405	ZNF713	ENSG00000178665	7	55955169	56009918	1
ID3681	IPI00888457	NT5DC4	ENSG00000144130	2	113479063	113500456	1
ID3682	NA	NT5DC4	ENSG00000144130	2	113479063	113500456	1
ID3683	IPI00006557	PJA2	ENSG00000198961	5	108670410	108745695	-1
ID3684	IPI00013968	COX7C	ENSG00000127184	5	85913721	85916779	1
ID3685	IPI00024993	ECHS1	ENSG00000127884	10	135175984	135187193	-1
ID3686	IPI00030362	PLP2	ENSG00000102007	X	49028273	49031588	1
ID3687	NA	HLA-DPB1	ENSG00000230763	HSCHR6_MHC_MCF	33077161	33088426	1
ID3688	IPI00009032	SSB	ENSG00000138385	2	170648443	170668574	1
ID3689	IPI00016339	RAB5C	ENSG00000261378	HG185_PATCH	40281228	40311269	-1
ID3690	IPI00470529	GPNMB	ENSG00000136235	7	23275586	23314727	1
ID3691	IPI00219678	EIF2S1	ENSG00000134001	14	67826714	67853233	1
ID3692	IPI00641973	HAX1	ENSG00000143575	1	154244987	154248351	1
ID3693	IPI00926872	NFE2L2	ENSG00000116044	2	178092323	178257425	-1
ID3694	IPI00218247	TIMP3	ENSG00000100234	22	33197687	33259030	1
ID3695	IPI00395357	MBNL1	ENSG00000152601	3	151961617	152183569	1
ID3696	IPI00003918	RPL4	ENSG00000174444	15	66790355	66816870	-1
ID3697	IPI00642329	MFN2	ENSG00000116688	1	12040238	12073571	1
ID3698	IPI00329692	NMT1	ENSG00000136448	17	43128978	43186384	1
ID3700	IPI00016915	IGFBP7	ENSG00000163453	4	57896939	57976551	-1
ID3701	IPI00032355	PUM1	ENSG00000134644	1	31404353	31538838	-1
ID3702	IPI00551014	PUM1	ENSG00000134644	1	31404353	31538838	-1
ID3703	IPI00985256	PUM1	ENSG00000134644	1	31404353	31538838	-1
ID3704	IPI00003815	ARHGDIA	ENSG00000141522	17	79825597	79829282	-1
ID3705	IPI00021143	BHLHE40	ENSG00000134107	3	5020801	5027008	1
ID3706	NA	ATP6V0E1	ENSG00000113732	5	172410760	172462448	1
ID3707	IPI00980142	ATP6V0E1	ENSG00000113732	5	172410760	172462448	1
ID3708	IPI00550746	NUDC	ENSG00000090273	1	27226729	27273353	1
ID3709	IPI00008961	TERF2IP	ENSG00000166848	16	75681684	75795770	1
ID3710	IPI00329596	TMX2	ENSG00000213593	11	57480072	57508445	1
ID3711	IPI00298520	ARCN1	ENSG00000095139	11	118443105	118473748	1
ID3712	IPI00023234	UBA2	ENSG00000126261	19	34919257	34960853	1
ID3713	IPI00220578	GNAI3	ENSG00000065135	1	110091233	110136975	1
ID3714	IPI00455210	CHD4	ENSG00000111642	12	6679249	6716642	-1
ID3715	IPI00003176	HTRA1	ENSG00000166033	10	124221041	124274424	1
ID3716	IPI00026848	LRPAP1	ENSG00000163956	4	3508103	3534286	-1
ID3717	IPI00291607	ITPR3	ENSG00000096433	6	33588142	33664351	1
ID3718	IPI00216048	PITPNA	ENSG00000174238	17	1421012	1466110	-1
ID3719	IPI00008986	SLC7A5	ENSG00000103257	16	87863629	87903094	-1
ID3720	IPI00016708	AMD1	ENSG00000123505	6	111195973	111216916	1
ID3721	IPI00299608	PSMD1	ENSG00000173692	2	231921578	232037541	1
ID3722	IPI00021997	CREG1	ENSG00000143162	1	167498914	167523004	-1
ID3723	IPI00021828	CSTB	ENSG00000160213	21	45192393	45196326	-1
ID3724	IPI00021700	PCNA	ENSG00000132646	20	5095599	5107272	-1
ID3725	IPI00856098	RRBP1	ENSG00000125844	20	17594323	17662940	-1
ID3726	IPI00220967	RRBP1	ENSG00000125844	20	17594323	17662940	-1
ID3727	NA	RRBP1	ENSG00000125844	20	17594323	17662940	-1
ID3728	IPI00015819	TNFAIP1	ENSG00000109079	17	26662628	26674035	1
ID3729	IPI01010486	TNFAIP1	ENSG00000109079	17	26662628	26674035	1
ID3730	IPI00013774	HDAC1	ENSG00000116478	1	32757687	32799236	1
ID3731	IPI00215637	DDX3X	ENSG00000215301	X	41192651	41223725	1
ID3732	IPI00293303	LGMN	ENSG00000100600	14	93170152	93215047	-1
ID3733	IPI00033600	PPP1R7	ENSG00000115685	2	242088991	242123067	1
ID3734	IPI00216694	PLS3	ENSG00000102024	X	114795501	114885181	1
ID3735	IPI00024911	ERP29	ENSG00000089248	12	112451120	112461255	1
ID3736	IPI00550021	RPL3	ENSG00000100316	22	39708887	39716394	-1
ID3737	IPI00010136	CTBP2	ENSG00000175029	10	126676421	126849739	-1
ID3738	IPI00010120	CTBP2	ENSG00000175029	10	126676421	126849739	-1
ID3739	IPI00290204	SNRNP70	ENSG00000104852	19	49588676	49611862	1
ID3740	IPI00008223	RAD23B	ENSG00000119318	9	110045418	110094475	1
ID3741	IPI00328293	SRRM1	ENSG00000133226	1	24958207	24999758	1
ID3742	IPI00028883	NDUFB8	ENSG00000166136	10	102267203	102289757	-1
ID3743	IPI00007304	ARIH2	ENSG00000177479	3	48956254	49023815	1
ID3744	IPI00759806	ENO1	ENSG00000074800	1	8921061	8939308	-1
ID3745	IPI00552191	PSMD13	ENSG00000185627	11	236546	252983	1
ID3746	IPI00013219	ILK	ENSG00000166333	11	6624961	6632102	1
ID3747	IPI00020335	BTG2	ENSG00000159388	1	203274619	203278730	1
ID3748	IPI00026182	CAPZA2	ENSG00000198898	7	116451124	116562103	1
ID3749	IPI00472939	SPCS2	ENSG00000118363	11	74660292	74690076	1
ID3750	IPI00293655	DDX1	ENSG00000079785	2	15731302	15771235	1
ID3751	IPI00747849	ATP1B1	ENSG00000143153	1	169074935	169101960	1
ID3752	IPI00900312	RAF1	ENSG00000132155	3	12625100	12705725	-1
ID3753	IPI00000581	OTUB1	ENSG00000167770	11	63753325	63769283	1
ID3754	IPI00939174	OTUB1	ENSG00000167770	11	63753325	63769283	1
ID3755	IPI01014321	SREBF2	ENSG00000198911	22	42229109	42303312	1
ID3756	IPI00220194	SLC2A1	ENSG00000117394	1	43391052	43424530	-1
ID3757	IPI01015815	SLC2A1	ENSG00000117394	1	43391052	43424530	-1
ID3758	IPI00220644	PKM	ENSG00000067225	15	72491370	72524164	-1
ID3759	IPI00020042	PSMC4	ENSG00000013275	19	40476912	40487348	1
ID3760	IPI00902843	CDIPT	ENSG00000103502	16	29869678	29875057	-1
ID3761	IPI00021840	RPS6	ENSG00000137154	9	19375713	19380252	-1
ID3762	IPI00645431	BAG6	ENSG00000233348	HSCHR6_MHC_SSTO	31596744	31610423	-1
ID3763	IPI00022421	COX7A2L	ENSG00000115944	2	42560686	42652228	-1
ID3764	IPI00419880	RPS3A	ENSG00000145425	4	152020725	152025804	1
ID3765	IPI00450975	RPS16	ENSG00000105193	19	39923847	39926588	-1
ID3766	IPI00335277	SYPL1	ENSG00000008282	7	105730949	105753022	-1
ID3767	IPI00010790	BGN	ENSG00000182492	X	152760397	152775012	1
ID3768	IPI00329633	TARS	ENSG00000113407	5	33440802	33469644	1
ID3769	IPI00465132	COPE	ENSG00000105669	19	19010323	19030206	-1
ID3770	NA	FTL	ENSG00000087086	19	49468558	49470135	1
ID3771	IPI00783641	TXNRD1	ENSG00000198431	12	104609557	104744061	1
ID3772	IPI00018398	PSMC3	ENSG00000165916	11	47440320	47447993	-1
ID3773	IPI00026260	NME2	ENSG00000011052	17	49230951	49249105	1
ID3774	IPI00238209	NUDCD3	ENSG00000015676	7	44418720	44530479	-1
ID3775	IPI00011268	RALY	ENSG00000125970	20	32581452	32696114	1
ID3776	IPI00413641	AKR1B1	ENSG00000085662	7	134127102	134144036	-1
ID3777	IPI00216125	SRP9	ENSG00000143742	1	225965531	225978168	1
ID3778	IPI00291922	PSMA5	ENSG00000143106	1	109941653	109969062	-1
ID3779	IPI00914566	FDPS	ENSG00000160752	1	155278539	155290457	1
ID3780	IPI00017344	RAB5B	ENSG00000111540	12	56367697	56388490	1
ID3781	IPI00329355	HNRNPAB	ENSG00000197451	5	177631508	177638164	1
ID3782	IPI00179438	DAB2	ENSG00000153071	5	39371780	39462402	-1
ID3783	IPI00033030	ADRM1	ENSG00000130706	20	60877149	60883918	1
ID3784	IPI00444592	TRAK1	ENSG00000182606	3	42055294	42267381	1
ID3785	IPI00926648	APEH	ENSG00000164062	3	49711435	49721396	1
ID3786	IPI00033350	MKRN1	ENSG00000133606	7	140152840	140179369	-1
ID3787	IPI00002441	SDC1	ENSG00000115884	2	20400558	20425194	-1
ID3788	IPI00299219	CYR61	ENSG00000142871	1	86046444	86049645	1
ID3789	IPI00104128	SEC11A	ENSG00000140612	15	85212775	85259947	-1
ID3790	IPI01011132	TOP2A	ENSG00000131747	17	38544768	38574202	-1
ID3791	IPI00419585	PPIA	ENSG00000196262	7	44836279	44864163	1
ID3792	IPI00909523	WSB1	ENSG00000109046	17	25621102	25640657	1
ID3793	IPI00794974	WSB1	ENSG00000109046	17	25621102	25640657	1
ID3794	IPI00107502	WSB1	ENSG00000109046	17	25621102	25640657	1
ID3795	IPI00301518	MOB1A	ENSG00000114978	2	74379655	74406025	-1
ID3796	IPI00382843	PRNP	ENSG00000171867	20	4666882	4682236	1
ID3797	IPI00793199	ANXA4	ENSG00000196975	2	69871557	70053596	1
ID3798	IPI00009328	EIF4A3	ENSG00000141543	17	78109013	78120982	-1
ID3799	IPI00554681	NDUFA5	ENSG00000128609	7	123177051	123198309	-1
ID3800	IPI00007423	ANP32B	ENSG00000136938	9	100745643	100778225	1
ID3802	IPI00964004	NREP	ENSG00000134986	5	110998318	111333161	-1
ID3803	IPI01025198	NREP	ENSG00000134986	5	110998318	111333161	-1
ID3804	IPI00025318	SH3BGRL	ENSG00000131171	X	80457442	80554046	1
ID3805	IPI00216171	ENO2	ENSG00000111674	12	7022909	7032861	1
ID3806	IPI00012093	STK25	ENSG00000115694	2	242432089	242449145	-1
ID3807	IPI00008922	IFITM2	ENSG00000185201	11	307631	315272	1
ID3808	IPI00219622	PSMA2	ENSG00000106588	7	42956460	42971822	-1
ID3809	IPI00033494	MYL12A	ENSG00000101608	18	3247479	3256234	1
ID3810	IPI01020866	SMARCC2	ENSG00000139613	12	56556767	56583351	-1
ID3811	IPI00216047	SMARCC2	ENSG00000139613	12	56556767	56583351	-1
ID3812	IPI00303476	ATP5B	ENSG00000110955	12	57031959	57039798	-1
ID3813	IPI00930241	EBNA1BP2	ENSG00000117395	1	43629846	43736607	-1
ID3814	IPI00789974	EMP1	ENSG00000134531	12	13349650	13369708	1
ID3815	IPI00008880	EMP1	ENSG00000134531	12	13349650	13369708	1
ID3816	IPI00027626	CCT6A	ENSG00000146731	7	56119323	56131682	1
ID3817	IPI00791092	ETS2	ENSG00000157557	21	40177231	40196879	1
ID3818	IPI00790435	ETS2	ENSG00000157557	21	40177231	40196879	1
ID3819	IPI00004860	RARS	ENSG00000113643	5	167913450	167946304	1
ID3820	IPI00030782	STAT6	ENSG00000166888	12	57489191	57525922	-1
ID3821	IPI00022164	ARHGEF12	ENSG00000196914	11	120207787	120360645	1
ID3822	IPI00549343	VAMP3	ENSG00000049245	1	7831329	7841492	1
ID3823	IPI00893619	GTF3A	ENSG00000122034	13	27998681	28009958	1
ID3824	IPI00026105	SCP2	ENSG00000116171	1	53392901	53517375	1
ID3825	IPI00968218	ENC1	ENSG00000171617	5	73923234	73937249	-1
ID3826	IPI00967423	ENC1	ENSG00000171617	5	73923234	73937249	-1
ID3827	IPI00013396	SNRPC	ENSG00000124562	6	34725183	34741571	1
ID3828	IPI00332376	UBE2D2	ENSG00000131508	5	138906016	139008018	1
ID3829	IPI00002224	ADIPOR2	ENSG00000006831	12	1797740	1897844	1
ID3830	IPI00037448	GRHPR	ENSG00000137106	9	37422663	37436987	1
ID3831	IPI00026199	GPX3	ENSG00000211445	5	150400124	150408554	1
ID3832	IPI00003527	SLC9A3R1	ENSG00000109062	17	72744791	72765492	1
ID3833	IPI00795979	FLOT2	ENSG00000132589	17	27206353	27224697	-1
ID3834	IPI00045946	YME1L1	ENSG00000136758	10	27399383	27444195	-1
ID3835	IPI00296388	BAZ2A	ENSG00000076108	12	56989380	57030600	-1
ID3836	IPI00017451	SF3A1	ENSG00000099995	22	30727977	30752936	-1
ID3837	IPI00295851	COPB1	ENSG00000129083	11	14464986	14521573	-1
ID3838	IPI00032293	CST3	ENSG00000101439	20	23608534	23619110	-1
ID3839	IPI00031697	TMEM109	ENSG00000110108	11	60681346	60690915	1
ID3840	IPI00014319	IVNS1ABP	ENSG00000116679	1	185265520	185286461	-1
ID3841	IPI01012135	OAZ2	ENSG00000180304	15	64979772	64995480	-1
ID3842	IPI00028937	OAZ2	ENSG00000180304	15	64979772	64995480	-1
ID3843	IPI00002460	ANXA7	ENSG00000138279	10	75134859	75173834	-1
ID3844	IPI00604786	ZFP36L2	ENSG00000152518	2	43449541	43453748	-1
ID3845	IPI00014312	CUL3	ENSG00000036257	2	225334867	225450110	-1
ID3846	IPI00014898	PLEC	ENSG00000261109	HG104_HG975_PATCH	144997317	145058904	-1
ID3847	IPI00429689	PPP2CB	ENSG00000104695	8	30631973	30671830	-1
ID3848	IPI00003881	HNRNPF	ENSG00000169813	10	43881065	43904614	-1
ID3849	IPI00029019	UBAP2L	ENSG00000143569	1	154192655	154243986	1
ID3850	IPI00399266	TPD52L2	ENSG00000101150	20	62496596	62522898	1
ID3851	IPI00395627	CACYBP	ENSG00000116161	1	174968300	174980851	1
ID3852	IPI00871941	NBR1	ENSG00000188554	17	41322498	41363708	1
ID3853	IPI00396435	DHX15	ENSG00000109606	4	24519064	24586173	-1
ID3854	IPI00018352	UCHL1	ENSG00000154277	4	41258430	41270472	1
ID3855	IPI00011603	PSMD3	ENSG00000108344	17	38137050	38154213	1
ID3856	IPI00306604	ITGA5	ENSG00000161638	12	54789045	54813244	-1
ID3857	IPI00640088	CSNK2B	ENSG00000224774	HSCHR6_MHC_SSTO	31622960	31631270	1
ID3858	IPI00646055	TRAP1	ENSG00000126602	16	3701640	3767598	-1
ID3859	IPI00289819	IGF2R	ENSG00000197081	6	160390131	160534539	1
ID3860	IPI00005036	RBM5	ENSG00000003756	3	50126341	50156454	1
ID3861	IPI00013949	SGTA	ENSG00000104969	19	2754712	2783369	-1
ID3862	IPI00011200	PHGDH	ENSG00000092621	1	120202421	120286838	1
ID3863	IPI00219111	TRAM1	ENSG00000067167	8	71485677	71520622	-1
ID3864	IPI00028004	PSMB3	ENSG00000108294	17	36908989	36920484	1
ID3865	IPI00012497	ADRBK1	ENSG00000173020	11	67033881	67054027	1
ID3866	IPI00639812	MGST3	ENSG00000143198	1	165600098	165631033	1
ID3867	IPI00028006	PSMB2	ENSG00000126067	1	36067185	36107445	-1
ID3868	IPI00163230	COPS6	ENSG00000168090	7	99686577	99689823	1
ID3869	NA	RPL36A	ENSG00000241343	X	100645812	100651105	1
ID3870	IPI00930380	PPP1CB	ENSG00000213639	2	28974506	29025806	1
ID3871	IPI00218236	PPP1CB	ENSG00000213639	2	28974506	29025806	1
ID3872	IPI01014500	PLEKHB2	ENSG00000115762	2	131862420	132111282	1
ID3873	IPI00917586	PLEKHB2	ENSG00000115762	2	131862420	132111282	1
ID3874	IPI00414231	LRP10	ENSG00000197324	14	23340822	23350789	1
ID3875	IPI00019912	HSD17B4	ENSG00000133835	5	118788138	118972894	1
ID3876	IPI00017763	NAP1L4	ENSG00000205531	11	2965667	3013607	-1
ID3877	IPI00010706	GSS	ENSG00000100983	20	33516236	33543620	-1
ID3878	IPI00001617	SOX4	ENSG00000124766	6	21593972	21598847	1
ID3879	IPI00012202	WDR77	ENSG00000116455	1	111982512	111991998	-1
ID3880	NA	IFI30	ENSG00000216490	19	18283972	18288927	1
ID3881	IPI00419273	CUL4A	ENSG00000139842	13	113862552	113919399	1
ID3882	IPI00549919	CUL4A	ENSG00000139842	13	113862552	113919399	1
ID3883	IPI00006663	ALDH2	ENSG00000111275	12	112204691	112247782	1
ID3884	IPI00418471	VIM	ENSG00000026025	10	17270258	17279592	1
ID3885	IPI00964354	SEPP1	ENSG00000250722	5	42799982	42887494	-1
ID3886	IPI00021944	CLDN4	ENSG00000189143	7	73213872	73247014	1
ID3887	IPI00414860	RPL37A	ENSG00000197756	2	217362912	217443903	1
ID3888	IPI00029111	DPYSL3	ENSG00000113657	5	146770374	146889619	-1
ID3889	IPI00465436	CAT	ENSG00000121691	11	34460472	34493609	1
ID3890	IPI00010746	PTDSS1	ENSG00000156471	8	97273943	97349223	1
ID3891	IPI00016912	TTC1	ENSG00000113312	5	159436120	159492550	1
ID3892	IPI00966977	EIF4E	ENSG00000151247	4	99792835	99851788	-1
ID3893	IPI00027485	EIF4E	ENSG00000151247	4	99792835	99851788	-1
ID3894	IPI00966216	EIF4E	ENSG00000151247	4	99792835	99851788	-1
ID3895	IPI00022200	COL6A3	ENSG00000163359	2	238232646	238323018	-1
ID3896	IPI00021954	GBF1	ENSG00000107862	10	104005289	104142656	1
ID3897	IPI00006725	DDX23	ENSG00000174243	12	49223547	49246625	-1
ID3898	IPI00797738	COX6B1	ENSG00000126267	19	36139125	36149763	1
ID3899	NA	ATP6AP2	ENSG00000182220	X	40440146	40465889	1
ID3900	IPI00168884	ATP6AP2	ENSG00000182220	X	40440146	40465889	1
ID3901	IPI00216682	CNN3	ENSG00000117519	1	95362507	95392834	-1
ID3902	NA	RHEB	ENSG00000106615	7	151163098	151217206	-1
ID3903	IPI00026216	NPEPPS	ENSG00000141279	17	45600308	45700642	1
ID3904	IPI00013468	BUB3	ENSG00000154473	10	124913793	124924886	1
ID3905	IPI00026054	MAPKAPK2	ENSG00000162889	1	206858289	206907628	1
ID3906	IPI01010498	SCRN1	ENSG00000136193	7	29959719	30029905	-1
ID3907	IPI00744692	TALDO1	ENSG00000177156	11	747329	765024	1
ID3908	IPI00978455	JUN	ENSG00000177606	1	59246465	59249785	-1
ID3909	IPI00008965	JUN	ENSG00000177606	1	59246465	59249785	-1
ID3910	IPI00012069	NQO1	ENSG00000181019	16	69740899	69760854	-1
ID3911	IPI00021326	SHC1	ENSG00000160691	1	154934774	154946871	-1
ID3912	IPI00179473	SQSTM1	ENSG00000161011	5	179233388	179265078	1
ID3913	IPI00334159	VBP1	ENSG00000155959	X	154425284	154468098	1
ID3914	IPI00013439	JUNB	ENSG00000171223	19	12902310	12904124	1
ID3915	NA	ITGA3	ENSG00000005884	17	48133332	48167845	1
ID3916	IPI00008240	MARS	ENSG00000166986	12	57869228	57911352	1
ID3917	IPI00013871	RRM1	ENSG00000167325	11	4115937	4160106	1
ID3918	IPI00221394	DKC1	ENSG00000130826	X	153991031	154005964	1
ID3919	IPI00298058	SUPT5H	ENSG00000196235	19	39926796	39967310	1
ID3920	IPI00004358	PYGB	ENSG00000100994	20	25228705	25278650	1
ID3921	IPI00003590	QSOX1	ENSG00000116260	1	180123969	180173165	1
ID3922	IPI00002895	SUPT4H1	ENSG00000213246	17	56422539	56430454	-1
ID3923	IPI00790214	RCN2	ENSG00000117906	15	77223960	77242601	1
ID3924	IPI00022810	CTSC	ENSG00000109861	11	88026760	88070955	-1
ID3925	IPI00008575	KHDRBS1	ENSG00000121774	1	32479430	32526451	1
ID3926	IPI00026519	PPIF	ENSG00000108179	10	81107225	81115093	1
ID3927	IPI00030706	AHSA1	ENSG00000100591	14	77924213	77935817	1
ID3928	IPI00005147	RPL41	ENSG00000229117	12	56510370	56511727	1
ID3929	IPI00398749	PUM2	ENSG00000055917	2	20448452	20551995	-1
ID3930	IPI00399307	PRCP	ENSG00000137509	11	82534544	82681626	-1
ID3931	IPI00873982	MYH11	ENSG00000133392	16	15797029	15950890	-1
ID3932	IPI00003965	USP7	ENSG00000187555	16	8985951	9058371	-1
ID3933	IPI00030355	PPP1R11	ENSG00000206501	HSCHR6_MHC_QBL	30024068	30027692	1
ID3934	IPI00478657	GRSF1	ENSG00000132463	4	71681499	71705662	-1
ID3935	IPI00018330	NFKBIA	ENSG00000100906	14	35870717	35873955	-1
ID3936	IPI00012442	G3BP1	ENSG00000145907	5	151150606	151192346	1
ID3937	IPI00917623	TSN	ENSG00000211460	2	122494679	122525429	1
ID3938	IPI00853454	LAMB1	ENSG00000091136	7	107564244	107643700	-1
ID3939	IPI00018219	TGFBI	ENSG00000120708	5	135364584	135399507	1
ID3940	IPI00000051	PFDN1	ENSG00000113068	5	139624624	139682706	-1
